38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;Gim-1a-fi
